'Achocolatado, pó',0.0,0.2,0.0,9.0,0.0,0.6,0.0,4.4,40.0,10.0
'Açúcar, cristal',0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.8,40.0,10.3
'Açúcar, mascavo',0.0,0.0,0.0,10.0,0.0,0.3,0.0,13.8,40.0,10.9
'Açúcar, refinado',0.0,0.0,0.0,10.0,0.0,0.1,0.0,0.4,40.0,10.3
'Chocolate, ao leite',1.0,2.2,1.2,4.0,0.2,4.0,0.0,14.1,40.0,7.4
'Chocolate, ao leite, com castanha do Pará',1.0,2.4,1.1,4.0,0.2,4.6,1.4,12.3,40.0,7.2
'Chocolate, ao leite, dietético',1.0,2.4,0.9,4.0,0.2,6.1,2.0,13.5,40.0,7.2
'Chocolate, meio amargo',0.0,2.5,0.2,5.0,0.4,0.8,2.1,3.8,40.0,8.4
'Cocada branca',0.0,1.2,0.0,7.0,0.3,2.6,0.0,0.6,40.0,8.9
'Doce, de abóbora, cremoso',0.0,0.0,0.0,11.0,0.5,0.0,0.1,2.6,40.0,20.1
'Doce, de leite, cremoso',1.0,0.8,2.6,8.0,0.0,15.7,0.0,25.5,40.0,13.1
'Geléia, mocotó, natural',0.0,0.0,0.0,9.0,0.0,16.2,0.0,1.5,40.0,37.7
'Glicose de milho',0.0,0.0,0.0,11.0,0.0,8.1,0.0,0.8,40.0,13.7
'Maria mole',0.0,0.0,0.0,10.0,0.1,2.0,0.0,1.7,40.0,13.3
'Maria mole, coco queimado',0.0,0.0,0.0,10.0,0.1,1.8,0.0,2.5,40.0,13.0
'Marmelada',0.0,0.0,0.0,11.0,0.6,1.7,0.0,1.7,40.0,15.5
'Mel, de abelha',0.0,0.0,0.0,11.0,0.0,0.8,0.7,1.3,40.0,12.9
'Melado',0.0,0.0,0.0,10.0,0.0,0.5,0.0,13.8,40.0,13.5
'Quindim',0.0,2.4,26.4,5.0,0.3,2.6,0.0,3.6,40.0,9.7
'Rapadura',0.0,0.0,0.0,10.0,0.0,2.5,0.0,3.4,40.0,11.4
